"Scan_Results","04/13/2026 at 23:07:25 (GMT-0400)"
"neonray","1512 Bluebonnet Ln","","","","United States of America","78704"
"HD Moore","username","Manager"

"Launch Date","Active Hosts","Total Hosts","Type","Status","Reference","Scanner Appliance","Duration","Scan Title","Asset Groups","IPs","Excluded IPs","Option Profile","Network","FQDN"
"04/13/2026 at 08:00:45 (GMT-0400)","4","4","Scheduled (default option profile)","Finished","scan/1776081645.76234","Qualys-VMDR-Lab (Scanner 14.16.11-1, Vulnerability Signatures 2.6.578-2)","01:17:21","Neonray Scan Daily","","10.114.128.21-10.114.128.23,10.114.128.32","","Initial Options","Neonray",""

"IP","DNS","NetBIOS","OS","IP Status","QID","Title","Type","Severity","Port","Protocol","FQDN","SSL","CVE ID","Vendor Reference","Bugtraq ID","Threat","Impact","Solution","Exploitability","Associated Malware","Results","PCI Vuln","Instance","Category"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","86002","SSL Certificate - Information","Ig","1","3389","tcp","","over ssl","","","","SSL certificate information is provided in the Results section.","N/A","N/A","","","NAME	VALUE
(0)CERTIFICATE 0	 
(0)Version	3 (0x2)
(0)Serial Number	 7f:eb:d1:9b:25:08:8f:8a:40:13:60:89:9e:5a:cd:50 
(0)Signature Algorithm	sha256WithRSAEncryption
(0)ISSUER NAME	 
commonName	WIN2022-ADC02.corp.neonray.biz
(0)SUBJECT NAME	 
commonName	WIN2022-ADC02.corp.neonray.biz
(0)Valid From	Dec 7 03:26:44 2025 GMT
(0)Valid Till	Jun 8 03:26:44 2026 GMT
(0)Public Key Algorithm	rsaEncryption
(0)RSA Public Key	(2048 bit)
(0)	 RSA Public-Key: (2048 bit)
(0)	 Modulus:
(0)	 00:d1:ce:97:b6:d3:72:f2:40:4c:2a:94:a1:f7:8f:
(0)	 f0:21:95:94:c4:2c:38:06:25:00:a1:60:cc:da:5e:
(0)	 35:a9:51:3a:fd:c1:ae:5d:1f:4d:e0:cb:c9:25:bc:
(0)	 7c:a2:d5:42:81:e7:77:16:21:3a:ab:ec:6c:f7:87:
(0)	 df:d9:d4:b8:ba:5a:fd:b9:9b:06:d6:c2:2e:4a:c4:
(0)	 2d:c4:1e:8e:0b:7c:69:03:24:1c:73:23:50:8f:ba:
(0)	 d5:c0:a1:b9:5c:3f:a4:cc:4c:ff:29:a5:4c:cf:25:
(0)	 85:bc:8a:9f:74:4c:71:fa:5e:09:ea:66:4d:b3:c6:
(0)	 66:33:e0:21:62:34:5e:70:78:22:af:15:66:92:06:
(0)	 dd:09:d9:d3:df:0e:4c:d8:e6:3e:7a:89:4a:df:20:
(0)	 77:5d:3d:07:5e:61:18:16:ac:5f:eb:3f:78:98:9a:
(0)	 31:7b:f0:13:2a:b2:a8:9d:94:fa:5d:b0:0c:bb:83:
(0)	 b1:05:47:bb:c5:39:fc:cf:d4:51:48:cd:11:44:1a:
(0)	 c8:c6:0e:e2:73:26:4b:f2:29:fb:14:da:87:e3:76:
(0)	 b2:79:15:42:6e:cd:31:db:35:a6:bb:93:d3:1b:c6:
(0)	 f8:e7:e2:38:24:0a:c3:bd:7f:cb:87:d7:b7:e4:d0:
(0)	 c1:c4:9a:7e:80:5d:7e:0e:ee:61:27:53:15:b8:18:
(0)	 c6:d1
(0)	 Exponent: 65537 (0x10001)
(0)X509v3 EXTENSIONS	 	
(0)X509v3 Extended Key Usage	 TLS Web Server Authentication
(0)X509v3 Key Usage	 Key Encipherment, Data Encipherment
(0)Signature	(256 octets)
(0)	77:a9:cc:07:24:d0:72:6b:4d:7a:d9:8e:69:ed:78:3b
(0)	84:89:06:61:ee:8c:1e:85:c0:49:7c:4c:e7:ea:9e:39
(0)	29:04:90:3c:40:0d:8a:75:14:5d:be:01:50:c0:17:b1
(0)	4f:a9:ca:cb:89:fc:fb:f3:75:b4:11:f6:dc:bc:b1:58
(0)	92:55:b0:1d:6c:5e:e2:e7:c8:45:24:a7:cf:16:f2:cc
(0)	7d:a3:df:de:28:64:23:97:ea:a9:6d:4f:7a:5e:b2:1e
(0)	fb:ac:03:73:db:7f:b4:8c:47:55:17:33:d2:4e:48:ca
(0)	f5:b1:45:9a:d1:a9:ce:f6:1c:9b:d1:11:3e:a1:25:e0
(0)	29:24:69:6b:c9:2d:31:85:45:de:0d:e8:c7:a5:53:8e
(0)	32:db:38:de:ca:ae:7b:f2:38:4f:6a:c1:54:d4:a2:b0
(0)	58:c5:3b:4c:6b:e9:d9:2c:9f:26:34:c3:32:eb:a2:69
(0)	01:64:72:a4:32:2d:c2:bb:45:5c:8d:8c:e1:c7:59:00
(0)	e5:62:48:c2:ce:db:5b:ae:88:d4:4b:2c:cb:e6:7d:9d
(0)	9c:82:bd:68:ac:5a:de:5d:7f:f7:fe:33:31:e8:e6:9d
(0)	e5:73:0d:08:93:b2:49:89:89:15:be:4b:81:5d:bb:42
(0)	ca:17:26:6b:a5:94:8e:3c:de:ce:24:bf:ec:76:f5:d9","no","","Web server"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","86002","SSL Certificate - Information","Ig","1","636","tcp","","over ssl","","","","SSL certificate information is provided in the Results section.","N/A","N/A","","","NAME	VALUE
(0)CERTIFICATE 0	 
(0)Version	3 (0x2)
(0)Serial Number	 1e:00:00:00:09:c7:8a:57:6d:02:f0:38:b1:00:00:00:00:00:09 
(0)Signature Algorithm	sha256WithRSAEncryption
(0)ISSUER NAME	 
domainComponent	biz
 domainComponent	neonray
 domainComponent	corp
 commonName	CORP-NEONRAY-ROOT-CA
(0)SUBJECT NAME	 
 
(0)Valid From	Jul 10 14:26:12 2025 GMT
(0)Valid Till	Jul 10 14:26:12 2026 GMT
(0)Public Key Algorithm	rsaEncryption
(0)RSA Public Key	(2048 bit)
(0)	 RSA Public-Key: (2048 bit)
(0)	 Modulus:
(0)	 00:e8:c6:7b:5c:9a:bb:df:e7:b7:7e:01:72:b0:cc:
(0)	 67:52:c6:5f:91:8f:19:65:c8:83:c3:f1:f6:f0:7c:
(0)	 6e:b6:ef:22:be:d7:ca:32:3a:c5:2c:b8:ae:21:8a:
(0)	 68:b3:c8:bf:6a:60:fc:93:09:ae:8c:16:83:7f:79:
(0)	 87:aa:87:5b:96:29:a8:2d:47:20:49:5a:73:55:28:
(0)	 f4:b3:0a:fb:db:81:19:ba:0f:cf:6f:90:02:b4:5c:
(0)	 44:ab:84:75:6a:a5:3c:73:24:aa:a7:9d:b8:05:8b:
(0)	 04:89:7a:5a:c4:5a:08:08:fb:81:cc:c8:ed:c7:75:
(0)	 c0:4c:c5:36:6b:bb:b6:12:65:fd:43:4e:b7:e4:2f:
(0)	 53:f0:3a:3b:b0:4b:d4:62:e4:65:74:1d:81:96:27:
(0)	 dc:d0:dd:ec:dd:34:61:18:68:51:9e:4d:ce:e8:b3:
(0)	 fd:ff:a4:ff:3d:4a:75:15:a3:43:b9:91:5a:db:d1:
(0)	 c1:74:69:a3:4f:7b:0b:9b:b3:30:f8:cd:c6:1c:f5:
(0)	 2e:6e:6e:47:75:02:6f:3d:82:41:4f:0d:48:cb:dc:
(0)	 78:3c:c6:4e:54:20:ef:7a:38:3d:c9:d5:85:57:9e:
(0)	 65:99:8d:c3:c8:01:3e:3d:0f:a2:e7:0e:3e:5a:05:
(0)	 48:9e:3a:87:af:93:8e:13:fb:78:ef:d4:02:70:a4:
(0)	 9f:b9
(0)	 Exponent: 65537 (0x10001)
(0)X509v3 EXTENSIONS	 	
(0)1.3.6.1.4.1.311.21.7	 0:d=0 hl=2 l= 41 cons: SEQUENCE 
(0)	 2:d=1 hl=2 l= 33 prim: OBJECT :1.3.6.1.4.1.311.21.8.7015900.2213255.11488390.11239641.2277552.227.1.33
(0)	 37:d=1 hl=2 l= 1 prim: INTEGER :6E
(0)	 40:d=1 hl=2 l= 1 prim: INTEGER :00
(0)X509v3 Extended Key Usage	 TLS Web Client Authentication, TLS Web Server Authentication, Microsoft Smartcard Login, Signing KDC Response
(0)X509v3 Key Usage	critical
(0)	 Digital Signature, Key Encipherment
(0)1.3.6.1.4.1.311.21.10	 0:d=0 hl=2 l= 49 cons: SEQUENCE 
(0)	 2:d=1 hl=2 l= 10 cons: SEQUENCE 
(0)	 4:d=2 hl=2 l= 8 prim: OBJECT :TLS Web Client Authentication
(0)	 14:d=1 hl=2 l= 10 cons: SEQUENCE 
(0)	 16:d=2 hl=2 l= 8 prim: OBJECT :TLS Web Server Authentication
(0)	 26:d=1 hl=2 l= 12 cons: SEQUENCE 
(0)	 28:d=2 hl=2 l= 10 prim: OBJECT :Microsoft Smartcard Login
(0)	 40:d=1 hl=2 l= 9 cons: SEQUENCE 
(0)	 42:d=2 hl=2 l= 7 prim: OBJECT :Signing KDC Response
(0)X509v3 Subject Key Identifier	 1E:7B:E9:82:03:03:67:A7:F1:18:91:35:55:30:8A:32:6E:B2:D9:B4
(0)X509v3 Authority Key Identifier	 keyid:E2:A9:EF:AC:23:3F:5F:BC:38:61:63:23:D9:26:11:4E:7D:0D:A3:0E
(0)X509v3 CRL Distribution Points	
(0)	 Full Name:
(0)	 URI:ldap:///CN=CORP-NEONRAY-ROOT-CA,CN=WIN2022-INFRA01,CN=CDP,CN=Public%20Key%20Services,CN=Services,CN=Configuration,DC=corp,DC=neonray,DC=biz?certificateRevocationList?base?objectClass=cRLDistributionPoint
(0)Authority Information Access	 CA Issuers - URI:ldap:///CN=CORP-NEONRAY-ROOT-CA,CN=AIA,CN=Public%20Key%20Services,CN=Services,CN=Configuration,DC=corp,DC=neonray,DC=biz?cACertificate?base?objectClass=certificationAuthority
(0)X509v3 Subject Alternative Name	critical
(0)	 DNS:WIN2022-ADC02.corp.neonray.biz, DNS:corp.neonray.biz, DNS:CORP
(0)1.3.6.1.4.1.311.25.2	 0:d=0 hl=2 l= 63 cons: SEQUENCE 
(0)	 2:d=1 hl=2 l= 61 cons: cont [ 0 ] 
(0)	 4:d=2 hl=2 l= 10 prim: OBJECT :1.3.6.1.4.1.311.25.2.1
(0)	 16:d=2 hl=2 l= 47 cons: cont [ 0 ] 
(0)	 18:d=3 hl=2 l= 45 prim: OCTET STRING :S-1-5-21-919606951-2218317086-2989104718-1000
(0)Signature	(256 octets)
(0)	b1:be:70:c9:10:00:7f:10:1f:f4:b5:66:0b:5d:bb:f1
(0)	be:4e:2d:24:10:13:47:95:22:81:ad:91:5d:45:34:20
(0)	ce:65:04:5b:59:7c:39:c8:82:e9:21:23:29:8b:aa:70
(0)	e6:ae:bd:64:22:48:c0:60:fe:ee:16:ed:4c:b4:6f:56
(0)	7c:cf:88:bf:41:d3:8e:c6:e1:d5:75:3e:f2:01:0f:78
(0)	71:b1:52:c3:cf:ae:98:98:4e:44:4f:5b:06:ee:9b:04
(0)	d7:92:c9:94:48:55:b9:c8:7c:c6:eb:78:b8:63:72:55
(0)	38:58:d7:e7:d5:9e:10:e0:40:a1:ce:b4:76:70:cc:cf
(0)	7a:ed:f4:b1:52:7f:b1:e5:a8:03:cf:da:dd:d3:48:ba
(0)	d3:ce:a2:5d:eb:74:40:a9:12:fe:e1:04:42:9a:af:54
(0)	a3:aa:03:0a:5e:cb:6d:85:e0:02:37:ba:87:51:00:12
(0)	3b:e3:07:a6:9a:61:dc:b8:91:6b:85:52:38:ff:0e:ea
(0)	34:96:65:71:90:a5:e7:7b:19:72:25:87:6f:42:ca:4a
(0)	48:a1:b1:33:1a:e0:ff:48:11:4f:5d:84:9e:df:ce:7c
(0)	98:53:a2:7b:8e:a7:60:a7:d5:23:65:0b:ce:1b:bd:80
(0)	54:9c:04:d1:38:a9:9c:d6:87:90:ca:b7:7b:02:bf:81","no","","Web server"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","82046","IP ID Values Randomness","Ig","1","","","","","","","","The values for the identification (ID) field in IP headers in IP packets from the host are analyzed to determine how random they are. The changes between subsequent ID values for either the network byte ordering or the host byte ordering, whichever is smaller, are displayed in the RESULT section along with the duration taken to send the probes. When incremental values are used, as is the case for TCP/IP implementation in many operating systems, these changes reflect the network load of the host at the time this test was conducted.
 
Please note that for reliability reasons only the network traffic from open TCP ports is analyzed.","N/A","N/A","","","IP ID changes observed (network order) for port 53: 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 
Duration: 8 milli seconds","no","","TCP/IP"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","82045","Degree of Randomness of TCP Initial Sequence Numbers","Ig","1","","","","","","","","TCP Initial Sequence Numbers (ISNs) obtained in the SYNACK replies from the host are analyzed to determine how random they are. The average change between subsequent ISNs and the standard deviation from the average are displayed in the RESULT section. Also included is the degree of difficulty for exploitation of the TCP ISN generation scheme used by the host.","N/A","N/A","","","Average change between subsequent TCP initial sequence numbers is 1202481021 with a standard deviation of 496568704. These TCP initial sequence numbers were triggered by TCP SYN probes sent to the host at an average rate of 1/(5121 microseconds). The degree of difficulty to exploit the TCP initial sequence number generation scheme is: hard.","no","","TCP/IP"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","82044","NetBIOS Host Name","Ig","1","","","","","","","","The NetBIOS host name of this computer has been detected.","N/A","N/A","","","WIN2022-ADC02","no","","TCP/IP"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","82040","ICMP Replies Received","Ig","1","","","","","","","","ICMP (Internet Control and Error Message Protocol) is a protocol encapsulated in IP packets. ICMP's principal purpose is to provide a protocol layer that informs gateways of the inter-connectivity and accessibility of other gateways or hosts. 
 
We have sent the following types of packets to trigger the host to send us ICMP replies: 
 
Echo Request (to trigger Echo Reply) 
Timestamp Request (to trigger Timestamp Reply) 
Address Mask Request (to trigger Address Mask Reply) 
UDP Packet (to trigger Port Unreachable Reply) 
IP Packet with Protocol >= 250 (to trigger Protocol Unreachable Reply)
 
Listed in the ""Result"" section are the ICMP replies that we have received.","","","","","ICMP Reply Type	Triggered By	Additional Information
Unreachable (type=3 code=3)	UDP Port 12223	Port Unreachable
Echo (type=0 code=0)	Echo Request	Echo Reply
Time Stamp (type=14 code=0)	Time Stamp Request	12:03:20 GMT
Unreachable (type=3 code=3)	UDP Port 1010	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 80	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 11223	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 5060	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 161	Port Unreachable
Unreachable (type=3 code=2)	IP with High Protocol	Protocol Unreachable
Unreachable (type=3 code=3)	UDP Port 61466	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 15253	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 47741	Port Unreachable
Unreachable (type=3 code=3)	UDP Port 1038	Port Unreachable","no","","TCP/IP"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","70028","Windows Authentication Method","Ig","1","","","","","","","","Windows authentication was performed. The Results section in your detailed results includes a list of authentication credentials used.
 
The service also attempts to authenticate using common credentials. You should verify that the credentials used for successful authentication were those that were provided in the Windows authentication record. User-provided credentials failed if the discovery method shows ""Unable to log in using credentials provided by user, fallback to NULL session"". If this is the case, verify that the credentials specified in the Windows authentication record are valid for this host.","N/A","N/A","","","User Name	(none)
Domain	(none)
Authentication Scheme	NULL session
Security	User-based
SMBv1 Signing	N/A
Discovery Method	NULL session, no valid login credentials provided or found
CIFS Signing	default
CIFS Version	SMB v3.1.1","no","","SMB / NETBIOS"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","48340","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server supports Transport Layer Security (TLSv1.2)","Ig","1","3269","tcp","","over ssl","","SSL/TLS Server supports TLSv1.2","","NA","NA","NA","","","TLSv1.2 is supported","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","48340","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server supports Transport Layer Security (TLSv1.2)","Ig","1","3389","tcp","","over ssl","","SSL/TLS Server supports TLSv1.2","","NA","NA","NA","","","TLSv1.2 is supported","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","48340","Secure Sockets Layer/Transport Layer Security (SSL/TLS) Server supports Transport Layer Security (TLSv1.2)","Ig","1","636","tcp","","over ssl","","SSL/TLS Server supports TLSv1.2","","NA","NA","NA","","","TLSv1.2 is supported","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","5985","tcp","","","","","","This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A","","","HTTP header and method information collected on port 5985.
GET / HTTP/1.1
Host: 10.114.128.22:5985
Connection: Keep-Alive
HTTP/1.1 404 Not Found
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Mon, 13 Apr 2026 12:25:01 GMT
Connection: close
Content-Length: 315","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","8005","tcp","","","","","","This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A","","","HTTP header and method information collected on port 8005.
GET / HTTP/1.1
Host: 10.114.128.22:8005
Connection: Keep-Alive
HTTP/1.1 400 Bad Request
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Mon, 13 Apr 2026 12:12:07 GMT
Connection: close
Content-Length: 334","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","48118","HTTP Response Method and Header Information Collected","Ig","1","80","tcp","","","","","","This QID prints the information, in the form of a text record, that a web server sends back to a client's browser in response to receiving a single HTTP GET request.  
QID Detection Logic: 
This QID returns the HTTP response method and header information returned by a web server.","N/A","N/A","","","HTTP header and method information collected on port 80.
GET / HTTP/1.1
Host: 10.114.128.22
Connection: Keep-Alive
HTTP/1.1 404 Not Found
Content-Type: text/html; charset=us-ascii
Server: Microsoft-HTTPAPI/2.0
Date: Mon, 13 Apr 2026 12:03:56 GMT
Connection: close
Content-Length: 315","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45426","Scan Activity per Port","Ig","1","","","","","","","","Scan activity per port is an estimate of the amount of internal process time the scanner engine spent scanning a particular TCP or UDP port. This information can be useful to determine the reason for long scan times. The individual time values represent internal process time, not elapsed time, and can be longer than the total scan time because of internal parallelism. High values are often caused by slowly responding services or services on which requests time out.","N/A","N/A","","","Protocol	Port	Time
TCP	53	 0:02:26
TCP	80	 1:53:18
TCP	135	 0:00:11
TCP	389	 0:00:01
TCP	593	 0:00:45
TCP	636	 0:02:15
TCP	3268	 0:00:01
TCP	3269	 0:02:18
TCP	3389	 0:02:05
TCP	5985	 1:52:49
TCP	8005	 1:59:03
TCP	9389	 0:01:56
UDP	53	 0:00:13
UDP	123	 0:01:45
UDP	137	 0:00:07
UDP	138	 0:00:07
UDP	389	 0:00:07
UDP	464	 0:00:07
UDP	500	 0:00:12
UDP	50505	 0:00:07
UDP	50766	 0:00:07
UDP	51100	 0:00:07
UDP	51101	 0:00:07
UDP	51109	 0:00:07","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45262","SMB Version 2 or 3 Enabled","Ig","1","","","","","","","","The Windows host has SMBv2 or SMBv3 protocol enabled.","N/A","For more information on how to enable/disable SMB, refer to Microsoft KB article KB2696547 (https://support.microsoft.com/en-us/help/2696547/how-to-enable-and-disable-smbv1-smbv2-and-smbv3-in-windows-and-windows).","","","SMB Version 2 detected on TCP port 445.","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45039","Host Names Found","Ig","1","","","","","","","","The following host names were discovered for this computer using various methods such as DNS look up, NetBIOS query, and SQL server name query.","N/A","N/A","","","Host Name	Source
WIN2022-ADC02.corp.neonray.biz	NTLM DNS
WIN2022-ADC02	NTLM NetBIOS","no","","Information gathering"
"10.114.128.22","win2022-adc02.corp.neonray.biz","WIN2022-ADC02","Windows 2016/2019/10","host scanned, found vuln","45038","Host Scan Time - Scanner","Ig","1","","","","","","","","The Host Scan Time is the period of time it takes the scanning engine to perform the vulnerability assessment of a single target host. The Host Scan Time for this host is reported in the Result section below. 
 
The Host Scan Time does not have a direct correlation to the Duration time as displayed in the Report Summary section of a scan results report. The Duration is the period of time it takes the service to perform a scan task. The Duration includes the time it takes the service to scan all hosts, which may involve parallel scanning. It also includes the time it takes for a scanner appliance to pick up the scan task and transfer the results back to the service's Secure Operating Center. Further, when a scan task is distributed across multiple scanners, the Duration includes the time it takes to perform parallel host scanning on all scanners.","N/A","N/A","","","Scan duration: 2391 seconds
Start time: Mon, Apr 13 2026, 12:03:46 GMT
End time: Mon, Apr 13 2026, 12:43:37 GMT","no","","Information gathering"
